locationId,rate,2015,2016,2017
06756,Total de hechos de hurtos,1246,1477,1873
06756,Total de víctimas de trata de personas por provincia de origen,,,
06756,Total de víctimas de trata de personas por provincia de captación,,,
06760,Total de hechos delictivos,6838,5117,6807
06760,Total de víctimas de delitos contra las personas,2089,1344,1750
06760,Total de víctimas de homicidios dolosos,13,14,10
06760,Total de víctimas de lesiones dolosas,1066,474,585
06760,Total de víctimas de muertes en siniestros viales,1,6,9
06760,Total de víctimas de lesiones culposas en siniestros viales,163,775,952
06760,Total de víctimas de violaciones,5,6,9
06760,Total de víctimas de otros delitos contra la integridad sexual,36,7,27
06760,Total de hechos de amenazas,1821,791,940
06760,Total de delitos contra la propiedad,2387,2358,2698
06760,Total de hechos de robos,880,983,1129
06760,Total de hechos de hurtos,955,966,1009
06760,Total de víctimas de trata de personas por provincia de origen,,,
06760,Total de víctimas de trata de personas por provincia de captación,,,
06763,Total de hechos delictivos,3434,2855,3490
06763,Total de víctimas de delitos contra las personas,762,720,629
06763,Total de víctimas de homicidios dolosos,14,8,11
06763,Total de víctimas de lesiones dolosas,218,235,249
06763,Total de víctimas de muertes en siniestros viales,20,10,12
06763,Total de víctimas de lesiones culposas en siniestros viales,394,376,279
06763,Total de víctimas de violaciones,9,18,16
06763,Total de víctimas de otros delitos contra la integridad sexual,23,7,12
06763,Total de hechos de amenazas,263,303,369
06763,Total de delitos contra la propiedad,1279,915,759
06763,Total de hechos de robos,492,263,173
06763,Total de hechos de hurtos,479,318,250
06763,Total de víctimas de trata de personas por provincia de origen,,,
06763,Total de víctimas de trata de personas por provincia de captación,,,
06770,Total de hechos delictivos,1336,1218,1290
06770,Total de víctimas de delitos contra las personas,283,373,267
06770,Total de víctimas de homicidios dolosos,5,3,2
06770,Total de víctimas de lesiones dolosas,107,114,96
06770,Total de víctimas de muertes en siniestros viales,4,7,5
06770,Total de víctimas de lesiones culposas en siniestros viales,96,169,106
06770,Total de víctimas de violaciones,3,9,11
06770,Total de víctimas de otros delitos contra la integridad sexual,10,2,3
06770,Total de hechos de amenazas,274,204,128
06770,Total de delitos contra la propiedad,478,353,335
06770,Total de hechos de robos,133,96,121
06770,Total de hechos de hurtos,144,89,58
06770,Total de víctimas de trata de personas por provincia de origen,,,
06770,Total de víctimas de trata de personas por provincia de captación,,,
06778,Total de hechos delictivos,1491,1554,1865
06778,Total de víctimas de delitos contra las personas,327,277,342
06778,Total de víctimas de homicidios dolosos,4,3,5
06778,Total de víctimas de lesiones dolosas,191,132,195
06778,Total de víctimas de muertes en siniestros viales,5,8,7
06778,Total de víctimas de lesiones culposas en siniestros viales,44,81,116
06778,Total de víctimas de violaciones,0,3,1
06778,Total de víctimas de otros delitos contra la integridad sexual,22,2,1
06778,Total de hechos de amenazas,331,343,306
06778,Total de delitos contra la propiedad,714,763,954
06778,Total de hechos de robos,318,402,454
06778,Total de hechos de hurtos,184,189,280
06778,Total de víctimas de trata de personas por provincia de origen,,,
06778,Total de víctimas de trata de personas por provincia de captación,,,
06784,Total de hechos delictivos,154,124,143
06784,Total de víctimas de delitos contra las personas,41,54,58
06784,Total de víctimas de homicidios dolosos,0,0,0
06784,Total de víctimas de lesiones dolosas,25,18,13
06784,Total de víctimas de muertes en siniestros viales,7,5,7
06784,Total de víctimas de lesiones culposas en siniestros viales,8,26,35
06784,Total de víctimas de violaciones,0,3,1
06784,Total de víctimas de otros delitos contra la integridad sexual,2,0,0
06784,Total de hechos de amenazas,43,10,15
06784,Total de delitos contra la propiedad,32,32,40
06784,Total de hechos de robos,9,8,6
06784,Total de hechos de hurtos,10,13,14
06784,Total de víctimas de trata de personas por provincia de origen,,,
06784,Total de víctimas de trata de personas por provincia de captación,,,
06791,Total de hechos delictivos,1900,1661,1396
06791,Total de víctimas de delitos contra las personas,290,183,194
06791,Total de víctimas de homicidios dolosos,4,2,3
06791,Total de víctimas de lesiones dolosas,202,63,84
06791,Total de víctimas de muertes en siniestros viales,4,2,0
06791,Total de víctimas de lesiones culposas en siniestros viales,71,97,80
06791,Total de víctimas de violaciones,3,18,24
06791,Total de víctimas de otros delitos contra la integridad sexual,69,2,1
06791,Total de hechos de amenazas,230,50,24
06791,Total de delitos contra la propiedad,971,902,761
06791,Total de hechos de robos,312,352,343
06791,Total de hechos de hurtos,449,421,346
06791,Total de víctimas de trata de personas por provincia de origen,,,
06791,Total de víctimas de trata de personas por provincia de captación,,,
06798,Total de hechos delictivos,188,205,189
06798,Total de víctimas de delitos contra las personas,51,65,54
06798,Total de víctimas de homicidios dolosos,0,1,0
06798,Total de víctimas de lesiones dolosas,33,34,22
06798,Total de víctimas de muertes en siniestros viales,0,0,2
06798,Total de víctimas de lesiones culposas en siniestros viales,17,15,29
06798,Total de víctimas de violaciones,0,0,0
06798,Total de víctimas de otros delitos contra la integridad sexual,2,1,0
06798,Total de hechos de amenazas,47,28,34
06798,Total de delitos contra la propiedad,57,70,69
06798,Total de hechos de robos,7,13,8
06798,Total de hechos de hurtos,25,31,41
06798,Total de víctimas de trata de personas por provincia de origen,,,
06798,Total de víctimas de trata de personas por provincia de captación,,,
06805,Total de hechos delictivos,10632,10037,12044
06805,Total de víctimas de delitos contra las personas,3269,2635,3226
06805,Total de víctimas de homicidios dolosos,23,16,14
06805,Total de víctimas de lesiones dolosas,1812,1258,1725
06805,Total de víctimas de muertes en siniestros viales,2,12,22
06805,Total de víctimas de lesiones culposas en siniestros viales,1264,1197,1353
06805,Total de víctimas de violaciones,38,18,23
06805,Total de víctimas de otros delitos contra la integridad sexual,200,18,28
06805,Total de hechos de amenazas,1809,1529,1739
06805,Total de delitos contra la propiedad,3459,3615,4417
06805,Total de hechos de robos,1587,1584,1958
06805,Total de hechos de hurtos,1070,1266,1475
06805,Total de víctimas de trata de personas por provincia de origen,,,
06805,Total de víctimas de trata de personas por provincia de captación,,,
06812,Total de hechos delictivos,32,35,31
06812,Total de víctimas de delitos contra las personas,24,27,4
06812,Total de víctimas de homicidios dolosos,1,0,0
06812,Total de víctimas de lesiones dolosas,3,6,2
06812,Total de víctimas de muertes en siniestros viales,12,4,0
06812,Total de víctimas de lesiones culposas en siniestros viales,8,16,2
06812,Total de víctimas de violaciones,0,0,0
06812,Total de víctimas de otros delitos contra la integridad sexual,1,0,0
06812,Total de hechos de amenazas,5,3,1
06812,Total de delitos contra la propiedad,3,2,4
06812,Total de hechos de robos,0,0,0
06812,Total de hechos de hurtos,1,2,2
06812,Total de víctimas de trata de personas por provincia de origen,,,
06812,Total de víctimas de trata de personas por provincia de captación,,,
06819,Total de hechos delictivos,304,266,284
06819,Total de víctimas de delitos contra las personas,94,69,65
06819,Total de víctimas de homicidios dolosos,0,0,0
06819,Total de víctimas de lesiones dolosas,53,24,21
06819,Total de víctimas de muertes en siniestros viales,11,3,3
06819,Total de víctimas de lesiones culposas en siniestros viales,27,32,41
06819,Total de víctimas de violaciones,0,0,0
06819,Total de víctimas de otros delitos contra la integridad sexual,9,0,0
06819,Total de hechos de amenazas,44,12,25
06819,Total de delitos contra la propiedad,133,125,119
06819,Total de hechos de robos,24,20,16
06819,Total de hechos de hurtos,53,46,58
06819,Total de víctimas de trata de personas por provincia de origen,,,
06819,Total de víctimas de trata de personas por provincia de captación,,,
06826,Total de hechos delictivos,1457,1093,1233
06826,Total de víctimas de delitos contra las personas,281,234,274
06826,Total de víctimas de homicidios dolosos,0,1,0
06826,Total de víctimas de lesiones dolosas,155,110,122
06826,Total de víctimas de muertes en siniestros viales,3,2,6
06826,Total de víctimas de lesiones culposas en siniestros viales,49,93,110
06826,Total de víctimas de violaciones,3,4,9
06826,Total de víctimas de otros delitos contra la integridad sexual,22,1,0
06826,Total de hechos de amenazas,106,61,90
06826,Total de delitos contra la propiedad,982,642,577
06826,Total de hechos de robos,258,136,114
06826,Total de hechos de hurtos,506,346,305
06826,Total de víctimas de trata de personas por provincia de origen,,,
06826,Total de víctimas de trata de personas por provincia de captación,,,
06833,Total de hechos delictivos,1342,585,645
06833,Total de víctimas de delitos contra las personas,530,123,125
06833,Total de víctimas de homicidios dolosos,5,0,1
06833,Total de víctimas de lesiones dolosas,214,63,62
06833,Total de víctimas de muertes en siniestros viales,4,3,4
06833,Total de víctimas de lesiones culposas en siniestros viales,36,34,47
06833,Total de víctimas de violaciones,5,1,6
06833,Total de víctimas de otros delitos contra la integridad sexual,16,5,0
06833,Total de hechos de amenazas,256,38,26
06833,Total de delitos contra la propiedad,482,312,284
06833,Total de hechos de robos,247,156,132
06833,Total de hechos de hurtos,118,94,75
06833,Total de víctimas de trata de personas por provincia de origen,,,
06833,Total de víctimas de trata de personas por provincia de captación,,,
06840,Total de hechos delictivos,15310,14463,12078
06840,Total de víctimas de delitos contra las personas,3487,2770,2603
06840,Total de víctimas de homicidios dolosos,30,15,24
06840,Total de víctimas de lesiones dolosas,2139,1289,1237
06840,Total de víctimas de muertes en siniestros viales,5,11,10
06840,Total de víctimas de lesiones culposas en siniestros viales,1251,1146,1254
06840,Total de víctimas de violaciones,1,17,11
06840,Total de víctimas de otros delitos contra la integridad sexual,51,28,31
06840,Total de hechos de amenazas,1551,1306,1255
06840,Total de delitos contra la propiedad,8785,7370,6090
06840,Total de hechos de robos,5462,4251,3291
06840,Total de hechos de hurtos,2257,2247,1999
06840,Total de víctimas de trata de personas por provincia de origen,,,
06840,Total de víctimas de trata de personas por provincia de captación,,,
06847,Total de hechos delictivos,43,53,40
06847,Total de víctimas de delitos contra las personas,14,16,4
06847,Total de víctimas de homicidios dolosos,0,0,0
06847,Total de víctimas de lesiones dolosas,12,10,2
06847,Total de víctimas de muertes en siniestros viales,0,0,1
06847,Total de víctimas de lesiones culposas en siniestros viales,0,5,1
06847,Total de víctimas de violaciones,0,1,0
06847,Total de víctimas de otros delitos contra la integridad sexual,1,0,0
06847,Total de hechos de amenazas,9,7,1
06847,Total de delitos contra la propiedad,13,13,15
06847,Total de hechos de robos,1,1,1
06847,Total de hechos de hurtos,7,2,3
06847,Total de víctimas de trata de personas por provincia de origen,,,
06847,Total de víctimas de trata de personas por provincia de captación,,,
06861,Total de hechos delictivos,6472,5303,6113
06861,Total de víctimas de delitos contra las personas,1750,1299,1459
06861,Total de víctimas de homicidios dolosos,5,3,7
06861,Total de víctimas de lesiones dolosas,661,362,412
06861,Total de víctimas de muertes en siniestros viales,5,7,8
06861,Total de víctimas de lesiones culposas en siniestros viales,976,862,971
06861,Total de víctimas de violaciones,11,8,7
06861,Total de víctimas de otros delitos contra la integridad sexual,55,21,26
06861,Total de hechos de amenazas,731,430,462
06861,Total de delitos contra la propiedad,3497,3015,3460
06861,Total de hechos de robos,1637,1566,1663
06861,Total de hechos de hurtos,1410,1113,1389
06861,Total de víctimas de trata de personas por provincia de origen,,,
06861,Total de víctimas de trata de personas por provincia de captación,,,
06868,Total de hechos delictivos,1365,1072,1417
06868,Total de víctimas de delitos contra las personas,189,96,93
06868,Total de víctimas de homicidios dolosos,0,3,1
06868,Total de víctimas de lesiones dolosas,129,30,54
06868,Total de víctimas de muertes en siniestros viales,10,1,1
06868,Total de víctimas de lesiones culposas en siniestros viales,29,17,26
06868,Total de víctimas de violaciones,2,8,7
06868,Total de víctimas de otros delitos contra la integridad sexual,14,2,9
06868,Total de hechos de amenazas,239,26,33
06868,Total de delitos contra la propiedad,677,762,553
06868,Total de hechos de robos,300,461,266
06868,Total de hechos de hurtos,204,227,159
06868,Total de víctimas de trata de personas por provincia de origen,,,
06868,Total de víctimas de trata de personas por provincia de captación,,,
06875,Total de hechos delictivos,432,329,333
06875,Total de víctimas de delitos contra las personas,130,96,103
06875,Total de víctimas de homicidios dolosos,1,2,1
06875,Total de víctimas de lesiones dolosas,99,42,50
06875,Total de víctimas de muertes en siniestros viales,7,7,8
06875,Total de víctimas de lesiones culposas en siniestros viales,20,24,40
06875,Total de víctimas de violaciones,0,9,14
06875,Total de víctimas de otros delitos contra la integridad sexual,29,2,3
06875,Total de hechos de amenazas,46,24,23
06875,Total de delitos contra la propiedad,158,118,115
06875,Total de hechos de robos,54,28,27
06875,Total de hechos de hurtos,66,54,50
06875,Total de víctimas de trata de personas por provincia de origen,,,
06875,Total de víctimas de trata de personas por provincia de captación,,,
06882,Total de hechos delictivos,3153,2724,3488
06882,Total de víctimas de delitos contra las personas,849,607,715
06882,Total de víctimas de homicidios dolosos,10,16,10
06882,Total de víctimas de lesiones dolosas,676,379,479
06882,Total de víctimas de muertes en siniestros viales,2,8,13
06882,Total de víctimas de lesiones culposas en siniestros viales,33,124,160
06882,Total de víctimas de violaciones,5,7,8
06882,Total de víctimas de otros delitos contra la integridad sexual,39,3,2
06882,Total de hechos de amenazas,616,324,426
06882,Total de delitos contra la propiedad,1390,1506,1858
06882,Total de hechos de robos,736,834,1007
06882,Total de hechos de hurtos,360,439,578
06882,Total de víctimas de trata de personas por provincia de origen,,,
06882,Total de víctimas de trata de personas por provincia de captación,,,
10,Total de hechos delictivos,29147,30204,28793
10,Total de víctimas de delitos contra las personas,9363,9259,9488
10,Total de víctimas de homicidios dolosos,7,9,16
10,Total de víctimas de lesiones dolosas,4893,4598,4654
10,Total de víctimas de muertes en siniestros viales,41,53,111
10,Total de víctimas de lesiones culposas en siniestros viales,3380,3431,3435
10,Total de víctimas de violaciones,14,14,21
10,Total de víctimas de otros delitos contra la integridad sexual,360,326,339
10,Total de hechos de amenazas,5363,5311,5582
10,Total de delitos contra la propiedad,13568,14967,12648
10,Total de hechos de robos,5630,6695,5586
10,Total de hechos de hurtos,4175,4262,3575
10,Total de víctimas de trata de personas por provincia de origen,0,0,1
10,Total de víctimas de trata de personas por provincia de captación,0,0,0
10007,Total de hechos delictivos,297,243,194
10007,Total de víctimas de delitos contra las personas,97,90,67
10007,Total de víctimas de homicidios dolosos,0,0,0
10007,Total de víctimas de lesiones dolosas,36,38,27
10007,Total de víctimas de muertes en siniestros viales,1,0,3
10007,Total de víctimas de lesiones culposas en siniestros viales,44,44,32
10007,Total de víctimas de violaciones,0,0,0
10007,Total de víctimas de otros delitos contra la integridad sexual,3,4,2
10007,Total de hechos de amenazas,32,22,19
10007,Total de delitos contra la propiedad,148,126,98
10007,Total de hechos de robos,37,41,28
10007,Total de hechos de hurtos,52,39,38
10007,Total de víctimas de trata de personas por provincia de origen,,,
10007,Total de víctimas de trata de personas por provincia de captación,,,
10014,Total de hechos delictivos,148,136,139
10014,Total de víctimas de delitos contra las personas,38,42,48
10014,Total de víctimas de homicidios dolosos,0,2,0
10014,Total de víctimas de lesiones dolosas,20,21,18
10014,Total de víctimas de muertes en siniestros viales,0,1,0
10014,Total de víctimas de lesiones culposas en siniestros viales,15,16,24
10014,Total de víctimas de violaciones,0,0,0
10014,Total de víctimas de otros delitos contra la integridad sexual,3,2,2
10014,Total de hechos de amenazas,15,14,15
10014,Total de delitos contra la propiedad,85,76,66
10014,Total de hechos de robos,20,18,14
10014,Total de hechos de hurtos,20,29,19
10014,Total de víctimas de trata de personas por provincia de origen,,,
10014,Total de víctimas de trata de personas por provincia de captación,,,
10021,Total de hechos delictivos,1338,1238,942
10021,Total de víctimas de delitos contra las personas,426,375,274
10021,Total de víctimas de homicidios dolosos,1,0,1
10021,Total de víctimas de lesiones dolosas,254,179,168
10021,Total de víctimas de muertes en siniestros viales,3,0,3
10021,Total de víctimas de lesiones culposas en siniestros viales,130,123,90
10021,Total de víctimas de violaciones,0,1,1
10021,Total de víctimas de otros delitos contra la integridad sexual,18,14,5
10021,Total de hechos de amenazas,307,231,213
10021,Total de delitos contra la propiedad,561,595,426
10021,Total de hechos de robos,144,141,98
10021,Total de hechos de hurtos,258,253,175
10021,Total de víctimas de trata de personas por provincia de origen,,,
10021,Total de víctimas de trata de personas por provincia de captación,,,
10028,Total de hechos delictivos,75,107,102
10028,Total de víctimas de delitos contra las personas,29,31,36
10028,Total de víctimas de homicidios dolosos,0,0,0
10028,Total de víctimas de lesiones dolosas,18,15,16
10028,Total de víctimas de muertes en siniestros viales,0,0,1
10028,Total de víctimas de lesiones culposas en siniestros viales,9,13,18
10028,Total de víctimas de violaciones,0,0,0
10028,Total de víctimas de otros delitos contra la integridad sexual,1,6,4
10028,Total de hechos de amenazas,4,4,9
10028,Total de delitos contra la propiedad,40,62,53
10028,Total de hechos de robos,9,13,13
10028,Total de hechos de hurtos,15,26,23
10028,Total de víctimas de trata de personas por provincia de origen,,,
10028,Total de víctimas de trata de personas por provincia de captación,,,
10035,Total de hechos delictivos,1015,1119,1026
10035,Total de víctimas de delitos contra las personas,333,396,348
10035,Total de víctimas de homicidios dolosos,0,0,1
10035,Total de víctimas de lesiones dolosas,150,179,156
10035,Total de víctimas de muertes en siniestros viales,6,8,10
10035,Total de víctimas de lesiones culposas en siniestros viales,107,137,141
10035,Total de víctimas de violaciones,2,2,4
10035,Total de víctimas de otros delitos contra la integridad sexual,19,12,15
10035,Total de hechos de amenazas,131,179,183
10035,Total de delitos contra la propiedad,476,494,429
10035,Total de hechos de robos,113,113,109
10035,Total de hechos de hurtos,184,185,150
10035,Total de víctimas de trata de personas por provincia de origen,,,
10035,Total de víctimas de trata de personas por provincia de captación,,,
10042,Total de hechos delictivos,764,643,660
10042,Total de víctimas de delitos contra las personas,265,240,204
10042,Total de víctimas de homicidios dolosos,2,1,0
10042,Total de víctimas de lesiones dolosas,126,106,95
10042,Total de víctimas de muertes en siniestros viales,3,0,6
10042,Total de víctimas de lesiones culposas en siniestros viales,106,108,89
10042,Total de víctimas de violaciones,0,0,0
10042,Total de víctimas de otros delitos contra la integridad sexual,14,9,12
10042,Total de hechos de amenazas,136,81,148
10042,Total de delitos contra la propiedad,333,302,282
10042,Total de hechos de robos,104,108,103
10042,Total de hechos de hurtos,122,90,92
10042,Total de víctimas de trata de personas por provincia de origen,,,
10042,Total de víctimas de trata de personas por provincia de captación,,,
10049,Total de hechos delictivos,16857,17375,17143
10049,Total de víctimas de delitos contra las personas,5362,5080,5480
10049,Total de víctimas de homicidios dolosos,2,4,9
10049,Total de víctimas de lesiones dolosas,2880,2611,2768
10049,Total de víctimas de muertes en siniestros viales,6,15,19
10049,Total de víctimas de lesiones culposas en siniestros viales,1836,1828,1839
10049,Total de víctimas de violaciones,1,2,5
10049,Total de víctimas de otros delitos contra la integridad sexual,161,169,205
10049,Total de hechos de amenazas,3273,3095,3311
10049,Total de delitos contra la propiedad,7876,8935,7872
10049,Total de hechos de robos,3705,4578,3874
10049,Total de hechos de hurtos,2215,2292,2068
10049,Total de víctimas de trata de personas por provincia de origen,,,
10049,Total de víctimas de trata de personas por provincia de captación,,,
10056,Total de hechos delictivos,418,346,271
10056,Total de víctimas de delitos contra las personas,131,98,91
10056,Total de víctimas de homicidios dolosos,1,0,0
10056,Total de víctimas de lesiones dolosas,61,48,41
10056,Total de víctimas de muertes en siniestros viales,0,0,1
10056,Total de víctimas de lesiones culposas en siniestros viales,57,41,41
10056,Total de víctimas de violaciones,0,0,0
10056,Total de víctimas de otros delitos contra la integridad sexual,9,5,5
10056,Total de hechos de amenazas,62,42,33
10056,Total de delitos contra la propiedad,202,184,134
10056,Total de hechos de robos,51,47,39
10056,Total de hechos de hurtos,77,67,47
10056,Total de víctimas de trata de personas por provincia de origen,,,
10056,Total de víctimas de trata de personas por provincia de captación,,,
10063,Total de hechos delictivos,1041,1108,1173
10063,Total de víctimas de delitos contra las personas,308,379,452
10063,Total de víctimas de homicidios dolosos,0,0,0
10063,Total de víctimas de lesiones dolosas,155,168,181
10063,Total de víctimas de muertes en siniestros viales,2,0,4
10063,Total de víctimas de lesiones culposas en siniestros viales,118,133,153
10063,Total de víctimas de violaciones,0,0,0
10063,Total de víctimas de otros delitos contra la integridad sexual,20,17,6
10063,Total de hechos de amenazas,208,202,274
10063,Total de delitos contra la propiedad,496,511,422
10063,Total de hechos de robos,220,267,221
10063,Total de hechos de hurtos,111,103,61
10063,Total de víctimas de trata de personas por provincia de origen,,,
10063,Total de víctimas de trata de personas por provincia de captación,,,
10070,Total de hechos delictivos,993,1044,849
10070,Total de víctimas de delitos contra las personas,294,349,315
10070,Total de víctimas de homicidios dolosos,0,0,0
10070,Total de víctimas de lesiones dolosas,137,195,167
10070,Total de víctimas de muertes en siniestros viales,8,8,19
10070,Total de víctimas de lesiones culposas en siniestros viales,114,120,113
10070,Total de víctimas de violaciones,0,0,0
10070,Total de víctimas de otros delitos contra la integridad sexual,18,14,13
10070,Total de hechos de amenazas,131,146,121
10070,Total de delitos contra la propiedad,524,528,392
10070,Total de hechos de robos,222,159,102
10070,Total de hechos de hurtos,182,222,175
10070,Total de víctimas de trata de personas por provincia de origen,,,
10070,Total de víctimas de trata de personas por provincia de captación,,,
10077,Total de hechos delictivos,252,240,222
10077,Total de víctimas de delitos contra las personas,94,88,74
10077,Total de víctimas de homicidios dolosos,0,0,1
10077,Total de víctimas de lesiones dolosas,38,35,30
10077,Total de víctimas de muertes en siniestros viales,1,2,5
10077,Total de víctimas de lesiones culposas en siniestros viales,45,44,34
10077,Total de víctimas de violaciones,0,0,0
10077,Total de víctimas de otros delitos contra la integridad sexual,7,4,3
10077,Total de hechos de amenazas,36,23,24
10077,Total de delitos contra la propiedad,109,122,107
10077,Total de hechos de robos,26,33,27
10077,Total de hechos de hurtos,42,47,38
10077,Total de víctimas de trata de personas por provincia de origen,,,
10077,Total de víctimas de trata de personas por provincia de captación,,,
10084,Total de hechos delictivos,375,397,383
10084,Total de víctimas de delitos contra las personas,162,179,171
10084,Total de víctimas de homicidios dolosos,0,1,1
10084,Total de víctimas de lesiones dolosas,90,83,76
10084,Total de víctimas de muertes en siniestros viales,0,6,4
10084,Total de víctimas de lesiones culposas en siniestros viales,58,68,70
10084,Total de víctimas de violaciones,1,2,4
10084,Total de víctimas de otros delitos contra la integridad sexual,12,7,6
10084,Total de hechos de amenazas,71,53,100
10084,Total de delitos contra la propiedad,133,157,115
10084,Total de hechos de robos,42,54,44
10084,Total de hechos de hurtos,48,53,35
10084,Total de víctimas de trata de personas por provincia de origen,,,
10084,Total de víctimas de trata de personas por provincia de captación,,,
10091,Total de hechos delictivos,1287,1477,1332
10091,Total de víctimas de delitos contra las personas,429,451,488
10091,Total de víctimas de homicidios dolosos,0,0,0
10091,Total de víctimas de lesiones dolosas,208,222,244
10091,Total de víctimas de muertes en siniestros viales,1,3,8
10091,Total de víctimas de lesiones culposas en siniestros viales,197,206,226
10091,Total de víctimas de violaciones,7,2,3
10091,Total de víctimas de otros delitos contra la integridad sexual,17,16,18
10091,Total de hechos de amenazas,182,295,286
10091,Total de delitos contra la propiedad,656,719,535
10091,Total de hechos de robos,120,111,107
10091,Total de hechos de hurtos,289,299,201
10091,Total de víctimas de trata de personas por provincia de origen,,,
10091,Total de víctimas de trata de personas por provincia de captación,,,
10098,Total de hechos delictivos,606,575,478
10098,Total de víctimas de delitos contra las personas,215,187,160
10098,Total de víctimas de homicidios dolosos,0,0,1
10098,Total de víctimas de lesiones dolosas,106,90,76
10098,Total de víctimas de muertes en siniestros viales,4,2,8
10098,Total de víctimas de lesiones culposas en siniestros viales,75,74,67
10098,Total de víctimas de violaciones,1,3,0
10098,Total de víctimas de otros delitos contra la integridad sexual,4,8,7
10098,Total de hechos de amenazas,91,78,90
10098,Total de delitos contra la propiedad,272,281,208
10098,Total de hechos de robos,76,96,56
10098,Total de hechos de hurtos,101,96,90
10098,Total de víctimas de trata de personas por provincia de origen,,,
10098,Total de víctimas de trata de personas por provincia de captación,,,
10105,Total de hechos delictivos,820,914,793
10105,Total de víctimas de delitos contra las personas,274,298,305
10105,Total de víctimas de homicidios dolosos,0,0,0
10105,Total de víctimas de lesiones dolosas,154,156,177
10105,Total de víctimas de muertes en siniestros viales,3,6,11
10105,Total de víctimas de lesiones culposas en siniestros viales,90,104,114
10105,Total de víctimas de violaciones,2,2,2
10105,Total de víctimas de otros delitos contra la integridad sexual,11,12,8
10105,Total de hechos de amenazas,119,118,107
10105,Total de delitos contra la propiedad,394,466,374
10105,Total de hechos de robos,88,105,96
10105,Total de hechos de hurtos,197,211,193
10105,Total de víctimas de trata de personas por provincia de origen,,,
10105,Total de víctimas de trata de personas por provincia de captación,,,
10112,Total de hechos delictivos,2764,3117,2828
10112,Total de víctimas de delitos contra las personas,906,976,974
10112,Total de víctimas de homicidios dolosos,1,1,2
10112,Total de víctimas de lesiones dolosas,460,452,414
10112,Total de víctimas de muertes en siniestros viales,3,2,8
10112,Total de víctimas de lesiones culposas en siniestros viales,379,372,384
10112,Total de víctimas de violaciones,0,0,2
10112,Total de víctimas de otros delitos contra la integridad sexual,43,27,28
10112,Total de hechos de amenazas,563,728,649
10112,Total de delitos contra la propiedad,1259,1403,1127
10112,Total de hechos de robos,653,810,654
10112,Total de hechos de hurtos,262,248,170
10112,Total de víctimas de trata de personas por provincia de origen,,,
10112,Total de víctimas de trata de personas por provincia de captación,,,
22,Total de hechos delictivos,24965,26358,26896
22,Total de víctimas de delitos contra las personas,4884,4490,5613
22,Total de víctimas de homicidios dolosos,63,70,62
22,Total de víctimas de lesiones dolosas,2709,2426,3373
22,Total de víctimas de muertes en siniestros viales,169,152,184
22,Total de víctimas de lesiones culposas en siniestros viales,1341,1321,1511
22,Total de víctimas de violaciones,153,96,71
22,Total de víctimas de otros delitos contra la integridad sexual,229,354,430
22,Total de hechos de amenazas,2412,2191,2678
22,Total de delitos contra la propiedad,15496,16542,16085
22,Total de hechos de robos,5755,5998,5623
22,Total de hechos de hurtos,7197,7945,7832
22,Total de víctimas de trata de personas por provincia de origen,0,3,1
22,Total de víctimas de trata de personas por provincia de captación,0,0,0
22036,Total de hechos delictivos,83,223,280
22036,Total de víctimas de delitos contra las personas,32,26,50
22036,Total de víctimas de homicidios dolosos,3,3,0
22036,Total de víctimas de lesiones dolosas,10,13,39
22036,Total de víctimas de muertes en siniestros viales,9,2,5
22036,Total de víctimas de lesiones culposas en siniestros viales,7,6,4
22036,Total de víctimas de violaciones,6,2,2
22036,Total de víctimas de otros delitos contra la integridad sexual,1,8,5
22036,Total de hechos de amenazas,2,14,10
22036,Total de delitos contra la propiedad,36,140,206
22036,Total de hechos de robos,17,58,87
22036,Total de hechos de hurtos,13,65,88
22036,Total de víctimas de trata de personas por provincia de origen,,,
22036,Total de víctimas de trata de personas por provincia de captación,,,
22126,Total de hechos delictivos,404,270,136
22126,Total de víctimas de delitos contra las personas,105,58,47
22126,Total de víctimas de homicidios dolosos,1,1,0
22126,Total de víctimas de lesiones dolosas,72,35,33
22126,Total de víctimas de muertes en siniestros viales,2,7,3
22126,Total de víctimas de lesiones culposas en siniestros viales,26,10,9
22126,Total de víctimas de violaciones,4,1,0
22126,Total de víctimas de otros delitos contra la integridad sexual,2,6,1
22126,Total de hechos de amenazas,42,37,21
22126,Total de delitos contra la propiedad,237,160,65
22126,Total de hechos de robos,64,43,25
22126,Total de hechos de hurtos,106,77,29
22126,Total de víctimas de trata de personas por provincia de origen,,,
22126,Total de víctimas de trata de personas por provincia de captación,,,
22039,Total de hechos delictivos,7,33,43
22039,Total de víctimas de delitos contra las personas,0,6,8
22039,Total de víctimas de homicidios dolosos,0,1,0
22039,Total de víctimas de lesiones dolosas,0,5,5
22039,Total de víctimas de muertes en siniestros viales,0,0,3
22039,Total de víctimas de lesiones culposas en siniestros viales,0,0,0
22039,Total de víctimas de violaciones,0,2,1
22039,Total de víctimas de otros delitos contra la integridad sexual,0,1,2
22039,Total de hechos de amenazas,1,0,3
22039,Total de delitos contra la propiedad,5,16,27
22039,Total de hechos de robos,1,6,6
22039,Total de hechos de hurtos,4,9,18
22039,Total de víctimas de trata de personas por provincia de origen,,,
22039,Total de víctimas de trata de personas por provincia de captación,,,
22168,Total de hechos delictivos,428,450,663
22168,Total de víctimas de delitos contra las personas,99,98,99
22168,Total de víctimas de homicidios dolosos,1,4,5
